gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cells Memory	CAFs MSC iCAF-like s1	CAFs MSC iCAF-like s2	CAFs myCAF like s4	CAFs myCAF like s5	Cancer Basal SC_0	Cancer Basal SC_1	Cancer Basal SC_2	Cancer Cycling_0	Cancer Cycling_1	Cancer Cycling_2	Cancer Her2 SC_0	Cancer Her2 SC_1	Cancer Her2 SC_2	Cancer LumA SC_0	Cancer LumA SC_1	Cancer LumA SC_2	Cancer LumB SC_1	Cancer LumB SC_2	Cycling PVL	Cycling_Myeloid	Endothelial ACKR1	Endothelial CXCL12	Endothelial Lymphatic LYVE1	Endothelial RGS5	G0_arrested	Luminal Progenitors_0	Luminal Progenitors_1	Luminal Progenitors_2	Mature Luminal_0	Mature Luminal_1	Mature Luminal_2	Myeloid_c0_DC_LAMP3	Myeloid_c10_Macrophage_1_EGR1	Myeloid_c11_cDC2_CD1C	Myeloid_c12_Monocyte_1_IL1B	Myeloid_c1_LAM1_FABP5	Myeloid_c2_LAM2_APOE	Myeloid_c3_cDC1_CLEC9A	Myeloid_c4_DCs_pDC_IRF7	Myeloid_c5_Macrophage_3_SIGLEC1	Myeloid_c8_Monocyte_2_S100A9	Myeloid_c9_Macrophage_2_CXCL10	Myoepithelial_0	Myoepithelial_2	PVL Differentiated s3	PVL Immature s1	PVL_Immature s2	Plasmablasts	T_cells_c11_MKI67	T_cells_c2_CD4+_T-regs_FOXP3	T_cells_c5_CD8+_GZMK	T_cells_c6_IFIT1
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBA	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBA	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBA	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHBA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBB	0.036	0.067	0.0	0.095	0.118	0.54	0.099	0.052	0.244	0.224	0.125	0.065	0.204	0.328	0.0	0.301	0.184	0.125	0.0	0.0	0.107	0.166	0.124	0.0	0.243	0.247	0.409	0.029	0.264	0.0	0.104	0.0	0.049	0.065	0.246	0.0	0.096	0.046	0.0	0.0	0.0	0.0	0.073	0.253	0.147	0.065	0.0	0.107	0.049	0.108	0.0	0.042	0.132
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHBB	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHA	0.0	0.014	0.0	0.1	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.0	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHA	0.0	0.014	0.0	0.095	0.012	0.0	0.039	0.02	0.0	0.01	0.024	0.0	0.056	0.038	0.0	0.019	0.136	0.05	0.047	0.0	0.0	0.002	0.023	0.0	0.018	0.017	0.018	0.024	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.0	0.004	0.011	0.089	0.0	0.0	0.005	0.018	0.0	0.0	0.012	0.03
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	ALDH1A1	0.148	0.303	0.0	0.253	0.2	0.115	0.035	0.11	0.0	0.04	0.067	0.033	0.019	0.037	0.0	0.044	0.105	0.106	0.0	0.077	0.184	0.11	0.096	0.18	0.082	0.096	0.024	0.211	0.157	0.0	0.048	1.256	0.088	0.385	0.0	0.0	0.215	0.325	0.0	0.073	0.257	0.0	0.15	0.15	0.272	0.182	0.283	0.271	0.136	0.0	0.0	0.124	0.083
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	ALDH1A2	0.0	0.01	0.0	0.0	0.011	0.0	0.001	0.004	0.0	0.002	0.003	0.0	0.0	0.009	0.0	0.001	0.0	0.001	0.0	0.054	0.0	0.034	0.004	0.0	0.004	0.003	0.01	0.048	0.042	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.018	0.021	0.0	0.0	0.0	0.152	0.0	0.032	0.0	0.009	0.0	0.014	0.005	0.0	0.0	0.004	0.01
